fecha,presion_media,presion_min,presion_max,presion_desv,humedad_media,humedad_min,humedad_max,humedad_desv,viento_media,viento_min,viento_max,viento_desv,rafaga_media,rafaga_min,rafaga_max,rafaga_desv,viento_norte,viento_este,direccion_viento,registros_del_dia,anio,dia_del_anio,estacion_anio,mes,sector_viento,temp_max_manana
2012-03-30,986.2399,984.55,987.98,0.6056,82.3021,72.5,93.5,7.3913,2.5983,1.43,4.09,0.5279,5.6594,2.8,9.13,1.3461,-0.0871,-2.4581,267.9699,144.0,2012.0,90.0,otoño,marzo,O,10.09
2012-03-31,982.1816,978.51,987.89,2.7837,68.2742,53.34,83.3,7.1477,2.8418,0.94,5.51,0.9192,6.004,1.92,10.73,1.9565,-0.0262,-2.5639,269.4141,144.0,2012.0,91.0,primavera,marzo,O,9.38
2012-04-01,987.7512,983.87,990.69,2.1173,58.9833,,78.0,,2.661,0.71,2.66568159,0.8797,4.7176,1.48,8.41,1.3401,-0.6167,-2.4412,255.8222,144.0,2012.0,92.0,otoño,abril,O,9.77
2012-04-02,982.6407,980.97,984.02,0.9979,66.439,57.01,84.3,6.4034,1.7801,0.25,3.69,0.8791,3.5942,0.56,7.43,1.72,-0.4085,-1.5524,255.2585,144.0,2012.0,93.0,otoño,abril,O,17.8
2012-04-04,980.4452,974.68,987.59,4.3296,85.9308,67.23,97.9,8.268,2.549,0.24,6.86,1.7415,3.9129,0.58,8.45,2.1608,1.2522,0.5891,25.1945,144.0,2012.0,95.0,primavera,febrero,NE,4.43
2012-04-05,989.1825,987.64,990.27,0.7922,92.191,81.3,98.4,5.9158,12.51468,5.04,18.9,0.7391,5.074,2.38,7.87,0.953,2.5988,2.203,40.2877,144.0,2012.0,96.0,primavera,octubre,NE,3.81
2012-04-07,978.1824,976.5,981.74,1.542,73.0678,39.2,95.0,16.5555,1.8071,0.41,4.02,0.9215,3.7352,1.08,8.33,,0.2146,-0.934,282.9383,144.0,2012.0,98.0,otoño,marzo,O,5.09
2012-04-08,985.7355,981.74,987.75,2.0658,53.4699,36.5,70.8,9.9182,1.9429,0.43,4.74,0.9056,3.4869,1.0,7.61,1.5375,0.4218,-0.4098,315.8299,144.0,2012.0,99.0,otoño,abril,NO,7.85
2012-04-09,980.3142,,986.63,2.9269,68.3377,47.13,83.3,10.1381,3.5751,0.37,8.84,2.1274,5.3667,0.74,11.73,2.9634,-3.2552,-0.9576,196.3932,144.0,2012.0,100.0,primavera,abril,S,18.61
2012-04-10,972.2296,969.71,975.95,2.0118,62.7218,41.64,87.83562150800748,15.2833,4.0051,0.45,7.84,1.8979,6.0395,0.92,12.89,2.8528,-3.6648,-0.8578,193.1743,144.0,2012.0,101.0,otoño,diciembre,S,12.04
2012-04-12,975.5267,,976.21,0.4405,83.2173,50.29,96.3,13.7758,1.7453,0.43,3.62259293,0.8601,2.8315,0.4970968,9.98370340923368,1.3444,-1.1702,-0.4363,200.4478,,2012.0,103.0,primavera,abril,S,11.46
2012-04-13,977.6464,975.97,978.69,0.9127,72.7554,45.62,95.0,17.3658,1.5088,0.29,4.07,0.7436,2.6172,0.58,6.57,1.2227,-0.3542,-0.9647,249.8384,144.0,2012.0,104.0,primavera,abril,O,11.73
2012-04-14,977.9235,976.69,978.78,0.6196,66.9365,41.25,96.8,21.3334,2.2535,0.16,5.2,1.5383,3.5051,0.32,8.13,2.3332,0.999,1.297,52.3954,144.0,2012.0,105.0,primavera,abril,NE,10.36
2012-04-15,980.3538,978.08,984.05,1.7646,64.0332,51.47999999999999,77.2,8.3064,2.9794,0.23,4.69135105,1.8367,4.7855,0.44,6.965568910000001,2.584,2.6049,1.0523,21.9972,144.0,2012.0,106.0,otoño,mayo,N,9.05
2012-04-16,988.3801,984.13,991.36,2.2148,61.8349,34.58,82.3,15.2083,2.3226,0.9,5.64,1.1959,4.556,1.76,9.29,1.7813,1.0592,-0.1141,353.8492,144.0,2012.0,107.0,primavera,diciembre,N,10.63
2012-04-17,984.6667,977.04,991.41,4.9955,56.2772,33.34,89.1,19.5917,2.3456,0.29,5.43,1.3498,3.6943,0.76,8.49,2.1257,-2.1256,,190.4253,144.0,2012.0,108.0,primavera,abril,S,10.97
2012-04-18,972.1368,969.1,976.93,2.411,61.0535,51.14,77.2,7.1378,9.67932,1.1880000000000002,26.172,149.74,4.1325,0.72,9.71,113.955,-2.5357,-0.57,192.6682,,2012.0,109.0,primavera,noviembre,S,16.22
2012-04-19,967.4192,,965.92,0.8876,64.1089,36.16,93.9,18.8523,1.6431,0.28,,1.0003,2.8781,0.58,7.08,1.7083,-1.2125,0.1795,171.5795,144.0,2012.0,110.0,otoño,abril,S,13.81
2012-04-20,970.2276,967.39,974.26,1.8574,70.6917,47.18,90.6,12.0872,1.7142,0.33,3.48,0.8542,2.8266,0.76,5.36,1.2214,-0.8039,-0.2056,194.3427,144.0,2012.0,111.0,primavera,abril,S,13.49
2012-04-21,975.1618,974.25,976.42,0.4894,68.6753,43.86,90.56500211274611,14.4859,13.02588,0.936,31.176,2.1629,5.4335,0.6,13.93,3.204,-3.1,-1.3419,203.4062,144.0,2012.0,112.0,primavera,agosto,SO,13.33
2012-04-22,979.3936,976.43,981.5,1.4411,65.274,37.03,90.4,15.3831,2.9143,0.73,3.73443971,1.1486,4.5497,1.38,8.97,1.8071,-2.1669,-1.7146,218.3531,144.0,2012.0,113.0,primavera,abril,SO,12.89
2012-04-23,,974.49,981.65,2.3371,68.7019,44.57,90.9,14.697,2.9621,0.15,2.73746261025469,1.8087,4.5495,0.4,6.41876243,2.6766,-2.5301,-1.0005,201.5762,144.0,2012.0,114.0,primavera,abril,S,11.48
2012-04-24,972.0423,971.25,974.42,0.7246,74.6137,60.980000000000004,93.7,10.3318,2.3141,0.19,4.7,1.1275,3.4867,0.4,6.57,1.5337,-2.0755,-0.5403,194.5907,144.0,2012.0,115.0,primavera,abril,S,15.12
2012-04-25,976.9858,973.29,978.35,1.4252,58.9076,42.559999999999995,,14.3315,3.9079,1.0,8.51,1.6865,5.9462,2.04,11.73,2.603,-3.4806,-1.6111,204.8387,144.0,2012.0,116.0,otoño,febrero,SO,18.45
2012-04-26,981.7835,977.45,987.08,3.0652,51.616,38.9,66.11,8.2129,3.1069,0.32,7.8,2.31,4.9519,0.72,12.13,3.475,-2.4577,-1.548,212.205,144.0,2012.0,117.0,primavera,abril,SO,23.92
2012-04-27,989.2684,987.02,991.57,1.111,54.3017,34.15,80.1,15.435,2.3091,0.3,6.8,1.675,3.7194,0.6,10.12,2.42,-1.6614,-0.6348,200.9096,144.0,2012.0,118.0,primavera,abril,S,30.65
2012-04-28,987.1458,982.46,991.46,2.9846,50.3429,22.68,79.5,17.375,7.003080000000001,0.684,33.933159455161565,1.5079,3.3929,0.64,9.76,2.3399,-0.252,0.9873,104.317,144.0,2012.0,119.0,primavera,noviembre,E,27.94
2012-04-29,980.8738,979.11,986.28,1.8326,44.2567,27.55,61.72,10.0563,,1.116,,1.2619,4.1616,0.92,9.12,1.9179,-1.8281,-0.2981,189.2618,144.0,2012.0,120.0,primavera,octubre,S,22.09
2012-04-30,989.4299,986.43,990.86,1.0508,57.5392,39.3,81.7,12.725,11.31768,0.7200000000000001,17.291512188000002,222.86,4.8639,0.52,6.915859230000001,161.635,2.1166,1.8675,41.4225,144.0,2012.0,121.0,primavera,noviembre,NE,23.1
2012-05-01,988.6204,987.38,989.72,0.5703,71.7935,53.25,88.3,10.9802,7.6536,0.469756476,25.53030458449691,105.22,3.4963,0.36,4.42416152,78.94,1.6498,0.9316,29.4529,144.0,2012.0,122.0,primavera,junio,NE,24.79
2012-05-02,986.1091,982.89,989.35,1.9443,75.1296,,96.0,13.8195,2.2956,0.26,3.0944275800000005,1.4193,3.6849,0.62,4.87776235,2.0476,1.1823,0.4766,21.9542,144.0,2012.0,123.0,primavera,mayo,N,17.61
2012-05-03,984.5036,982.93,986.12,0.9587,77.1217,61.04999999999999,94.1,10.1294,1.7121,0.36,4.17,0.9012,2.9518,0.72,6.16,1.3382,-0.6863,-1.0813,237.5976,144.0,2012.0,124.0,primavera,mayo,SO,21.25
2012-05-04,979.2055,976.34,982.88,2.2568,61.307599999999994,32.769999999999996,96.6,24.0431,6.53904,0.972,19.26,1.1795,3.2559,0.66,10.01,2.155,-1.0784,-0.8929,219.6247,144.0,2012.0,125.0,primavera,enero,SO,15.23
2012-05-05,977.8438,976.07,981.42,1.3182,84.8015,66.86,96.5,8.1533,7.17696,,,1.1777,3.2615,0.52,7.09,1.6269,1.0839,0.8556,38.2871,144.0,2012.0,126.0,primavera,marzo,NE,8.0
2012-05-06,984.3599,981.36,987.3,1.6915,93.0979,82.9,96.9,3.6693,2.2694,0.49,3.67,0.7697,3.4795,1.08,5.11,0.9689,1.5773,1.4963,43.4892,144.0,2012.0,127.0,primavera,septiembre,NE,14.32
2012-05-07,990.2007,987.41,992.45,1.6497,,62.25,98.6,10.0756,4.55364,0.7200000000000001,7.538472972000001,,,0.32,3.4051130800000005,0.9864,0.8386,0.5124,31.4269,144.0,2012.0,128.0,primavera,marzo,NE,20.93
2012-05-08,989.0381,986.44,992.32,2.0457,72.2067,41.21,99.7,23.3616,2.2995,0.18,5.02,1.0998,3.444,0.64,7.65,1.6254,-1.9591,-0.5482,195.6333,144.0,2012.0,129.0,otoño,octubre,S,21.23
2012-05-09,,987.31,992.43,1.4351,73.0169,55.87,91.1,10.277,10.48068,1.044,41.85683469079329,185.83,4.4817,0.6,10.89,135.045,-2.4116,-1.3991,210.1216,144.0,2012.0,130.0,primavera,septiembre,SO,25.89
2012-05-10,,992.44,994.61,0.579,65.1972,46.76,96.1,17.6774,3.3203,0.46,4.87154864,1.8299,4.9484,1.08,7.785778629999999,2.8313,-2.8962,-1.4602,206.7569,144.0,2012.0,131.0,primavera,mayo,SO,29.54
2012-05-11,993.2431,991.56,,1.0493,60.2303,34.61,92.4,16.0726,11.03436,2.7,15.613810488000002,169.33,5.0394,1.16,10.8,128.41,-2.0204,-1.7776,221.3417,144.0,2012.0,132.0,primavera,febrero,SO,13.52
2012-05-12,1001.8901,996.26,1005.91,2.9305,65.1449,42.21,87.1,13.5203,2.0142,0.46,3.38,0.6927,3.9863,0.92,10.386334594040129,1.2071,0.1747,-1.8223,275.4763,144.0,2012.0,133.0,primavera,noviembre,O,10.89
2012-05-13,1002.9972,999.3,1005.87,2.1869,65.2353,45.75,91.9,13.626,1.5674,0.21,3.92,0.8591,2.7703,0.5,6.65,1.4759,0.6591,0.1626,13.8561,144.0,2012.0,134.0,primavera,mayo,N,17.3
2012-05-14,993.2661,987.65,999.25,3.9756,56.5128,34.2,91.6,20.643,7.0826400000000005,0.936,16.02,1.141,3.3877,0.58,7.89,1.9132,-1.6535,-0.0281,180.9733,144.0,2012.0,135.0,primavera,julio,S,17.26
2012-05-15,982.9152,979.19,987.57,2.2167,61.9567,35.56,87.1,14.5562,2.7081,0.55,7.88,1.5403,4.4972,1.04,11.89,2.5178,-1.8139,-1.0885,210.9685,144.0,2012.0,136.0,primavera,mayo,SO,12.26
2012-05-16,990.2098,,,3.6539,69.3796,46.04999999999999,83.3,10.8113,2.5469,0.88,4.39,0.7235,4.711,2.04,8.53,1.346,-0.1358,-2.4375,266.8116,144.0,2012.0,137.0,primavera,mayo,O,14.29
2012-05-17,994.6535,990.82,996.84,2.0537,54.7226,36.36,83.2,15.5715,2.1658,0.39,4.23,0.7114,3.7851,0.76,9.37,1.4153,0.1675,-0.9606,279.8939,144.0,2012.0,138.0,primavera,marzo,O,18.86
2012-05-18,987.0419,984.56,990.78,1.8134,45.8384,29.97,62.6,11.3878,9.32436,0.864,14.87562174,1.5418,4.2404,0.6,6.915859230000001,2.5859,-2.2596,0.3048,172.3165,144.0,2012.0,139.0,primavera,enero,S,24.2
2012-05-21,,973.23,977.02,0.9795,56.2187,38.49,76.6,10.9638,8.15508,0.684,20.196,1.6859,3.7131,0.4,9.77,2.6677,,1.7304,76.6795,144.0,,142.0,primavera,marzo,E,27.88
2012-05-23,991.9017,986.81,996.79,2.5085,56.0799,,88.9,17.4577,3.0161,0.14,4.09483489,1.8198,4.8374,0.36,6.7729439000000005,2.8462,1.6901,1.6779,44.7935,144.0,2012.0,144.0,otoño,mayo,NE,23.59
2012-05-24,998.581,996.9,999.92,0.8671,60.0262,30.2,86.4,19.7962,4.1245,0.66,7.97,1.8527,6.1696,1.58,12.29,2.6213,,2.0315,,144.0,2012.0,145.0,primavera,mayo,NE,21.33
2012-05-25,998.7736,996.36,1000.74,1.6441,49.121,34.04,66.27,10.1967,3.479,0.17,11.443505069978835,1.6431,5.5301,0.4,10.85,2.5895,,1.7718,31.8803,144.0,2012.0,146.0,primavera,mayo,NE,21.99
2012-05-26,995.7728,994.05,997.22,1.1495,51.5758,35.14,77.4,13.1273,2.3674,0.13,6.02,1.8706,3.8601,0.36,9.39,2.9498,1.5458,1.5048,44.2309,144.0,2012.0,147.0,primavera,mayo,NE,23.45
2012-05-27,992.4519,990.05,994.29,1.6691,53.4261,35.38,72.6,10.9872,1.5243,0.17,2.6035444900000004,1.0643,2.7072,0.36,5.02067768,1.8026,0.5997,0.746,51.2065,144.0,2012.0,148.0,primavera,mayo,NE,23.77
2012-05-28,987.171,985.06,990.07,1.4883,59.3198,44.57,80.1,12.0751,1.7479,0.18,3.01364935,1.2329,2.9499,0.4,7.2,1.9763,0.8695,0.4027,24.852,144.0,2012.0,149.0,primavera,mayo,NE,23.81
2012-05-29,985.9979,985.27,988.15,0.7993,62.2972,37.21,87.2,14.9168,1.6678,0.22,6.858500386977832,0.9485,3.4459,0.56,8.08,2.0938,0.1708,-1.0273,279.4393,144.0,2012.0,150.0,otoño,mayo,O,22.26
2012-05-30,989.7589,988.03,992.34,1.1986,62.026199999999996,40.00999999999999,83.6,14.6836,1.6783,0.18,3.97,1.0362,,0.48,7.14,2.0793,0.7044,-0.4725,326.1467,144.0,2012.0,151.0,primavera,marzo,NO,21.7
2012-05-31,988.8944,984.05,992.24,2.6816,77.4131,52.23,94.1,14.1466,2.0267,0.38,6.36,0.9889,3.5182,0.64,14.700591708775558,1.7743,-0.9247,-1.0106,227.541,144.0,2012.0,152.0,primavera,mayo,SO,15.97
2012-06-01,987.5949,984.07,991.1714646302576,2.0092,80.6717,66.57,92.2,7.4717,2.0669,0.25476211,7.442173478756811,0.704,4.2167,0.92,5.051746230000001,1.603,-0.3476,-1.9689,259.987,,2012.0,153.0,verano,junio,O,16.02
2012-06-02,988.5396,,989.89,1.0377,62.0292,44.36,82.2,14.0978,1.6589,0.18,4.77,0.7453,3.2826,0.44,7.44,1.6233,0.6652,-0.838,308.4415,144.0,2012.0,154.0,verano,junio,NO,11.67
2012-06-03,982.2438,977.74,987.0,2.7851,91.0451,72.0,97.4,6.8013,1.3288,0.27,3.54,0.7195,2.0193,0.56,4.24,0.8634,0.3192,0.1703,28.0778,144.0,2012.0,155.0,verano,junio,NE,15.79
2012-06-04,983.2293,981.03,984.77,1.1034,87.715,69.1,97.1,6.7003,1.1785,0.33,3.17,0.6056,2.1126,0.72,4.06,0.7176,-0.4308,-0.2509,210.2173,144.0,2012.0,156.0,verano,junio,SO,13.42
2012-06-06,984.137,981.01,989.71,2.6763,80.7885,57.77,95.2,,1.9962,0.15,4.93,1.2238,3.1158,0.36,8.97,1.8314,-1.8138,-0.2247,187.0627,144.0,2012.0,158.0,verano,junio,S,21.72
2012-06-07,980.51,976.87,,2.3819,76.8553,54.54,97.80956518237944,12.7533,2.5218,0.4,,1.2378,3.8679,1.04,8.25,1.758,-0.9357,-0.109,186.6413,,2012.0,159.0,otoño,junio,S,22.68
2012-06-08,981.158,977.08,985.23,,63.7331,43.51,83.5,12.5277,3.2678,0.23,10.629593752309152,1.4069,5.1505,0.6,10.81,2.3773,-2.4418,-2.0229,219.6409,144.0,2012.0,160.0,verano,agosto,SO,20.73
2012-06-09,986.5324,985.34,987.55,0.603,55.7837,35.31,87.1,16.1847,3.5138,0.4,8.81,1.9322,5.6642,0.88,13.73,3.145,-2.3199,-2.3508,225.3789,144.0,2012.0,161.0,verano,junio,SO,19.74
2012-06-10,984.7041,981.25,987.49,2.3848,56.99770000000001,40.03,80.0,13.4458,1.1687,0.14,2.46062916,0.7285,2.3073,0.19883872,8.861359284385768,1.5149,0.3391,-0.2784,320.6113,144.0,2012.0,162.0,invierno,septiembre,NO,19.35
2012-06-11,978.2413,976.33,981.24,1.4446,68.0334,47.43,96.2,13.6128,1.4317,0.17,5.01,0.9836,2.3558,0.44,7.16,1.4479,-0.8454,0.0206,178.6037,144.0,2012.0,,verano,junio,S,20.13
2012-06-12,,975.9,979.3,0.8219,76.2812,52.81,99.4,18.443,1.5185,0.34,3.28,0.6185,2.5979,0.64,5.04,0.9468,-0.6277,-0.4214,,144.0,2012.0,164.0,verano,agosto,SO,17.02
2012-06-13,984.7671,979.32,990.55,3.2787,83.327,64.76,95.5,8.6738,8.47008,2.268,,0.8169,3.8589,1.36,5.88,1.0172,0.054,-0.9037,273.4168,144.0,2012.0,165.0,invierno,agosto,O,15.83
2012-06-14,992.5991,990.6,993.77,0.8991,88.5652,65.49,96.1,8.3061,4.00572,0.648,9.432,0.6088,1.8985,0.48,4.24,0.8957,-0.1143,0.3315,109.0299,144.0,2012.0,166.0,invierno,marzo,E,23.94
2012-06-15,991.0042,988.37,993.44,1.5979,73.5217,,99.5,19.3955,2.3067,0.25,2.93908483,1.0283,3.6097,0.34796776,9.373474415803445,1.6652,-1.9067,-0.2532,187.5645,144.0,2012.0,167.0,verano,junio,S,25.89
2012-06-16,990.09,989.11,992.61,0.8751,69.2131,46.72,94.9,14.1858,1.8987,0.47,7.1,1.3366,3.5874,1.0,11.37,2.2504,-0.7546,-1.0772,234.9879,144.0,2012.0,168.0,verano,junio,SO,23.64
2012-06-17,994.5806,992.02,996.35,,59.2405,40.36,74.4,,8.37288,0.36,18.576,131.09,3.7489,0.24,8.97,102.31,-1.7054,-1.26,216.4576,144.0,2012.0,169.0,invierno,marzo,SO,30.84
2012-06-19,992.5315,989.46,994.66,1.8227,67.2052,56.43,85.4,8.3033,2.6746,0.42,5.27,1.2056,4.2648,0.88,10.065047835218197,1.7381,1.8188,1.5079,39.6598,144.0,,171.0,verano,junio,NE,18.42
2012-06-20,987.6363,985.82,993.4624168619608,1.3133,93.7208,86.4,98.4,2.9592,2.6028,0.35,3.01986306,1.0765,3.8003,1.12,4.082407470000001,1.4102,1.9068,1.0198,28.1376,144.0,2012.0,172.0,verano,junio,NE,15.94
2012-06-21,985.9632,985.31,986.59,0.3331,94.8667,88.9,99.0,3.247,2.0199,0.41,3.78,0.8134,3.0066,1.04,5.33,0.991,1.4077,1.0597,36.9731,144.0,2012.0,173.0,invierno,junio,NE,22.26
2012-06-22,991.0756,986.47,995.6,2.647,63.7757,38.74,96.2,21.0914,9.04464,1.728,23.328000000000003,141.38,4.299,0.84,11.57,122.425,-1.3357,-1.9013,234.9111,144.0,,174.0,invierno,noviembre,SO,22.51
2012-06-23,996.0915,995.15,997.19,0.5252,61.9255,38.17,91.0,17.4361,2.0962,0.26,6.21,1.5406,3.6597,0.68,10.89,2.5328,-1.4382,-1.1249,,144.0,2012.0,175.0,verano,junio,SO,23.36
2012-06-24,988.7235,983.41,995.87,4.3379,68.364,40.85,94.3,18.6901,12.927600000000002,1.0080000000000002,38.232,2.7038,5.7345,0.84,16.09,,-2.9499,-1.7047,210.0232,144.0,2012.0,176.0,invierno,diciembre,SO,18.5
2012-06-25,987.3282,985.14,991.08,1.4933,72.0717,50.83,88.0,10.3174,2.6806,0.69,6.6,1.3576,5.1521,1.48,12.89,2.4036,-1.2698,-2.1866,239.8548,144.0,2012.0,177.0,invierno,junio,SO,18.54
2012-06-26,993.6477,991.12,996.5349873149396,1.3569,70.196,52.58,86.8,10.56,1.7947,0.49,3.74,0.6932,,1.12,7.16,1.5365,-0.2522,-1.6018,261.0527,144.0,2012.0,178.0,invierno,febrero,O,23.14
2012-06-27,991.7779,988.98,994.97,2.2573,77.2744,50.28,96.1,15.1294,2.0935,0.31689921,7.700767874875385,1.2827,3.5212,1.12,5.35000431,2.0505,-1.2877,-1.1381,221.4707,144.0,2012.0,179.0,invierno,junio,SO,28.16
2012-06-28,986.7909,983.99,989.3,1.9395,72.2447,43.45,98.2,19.0802,1.3929,0.21,2.0505243,0.6863,2.4394,0.62,3.28083888,1.0619,-0.5114,0.3518,145.4764,144.0,2012.0,180.0,verano,diciembre,SE,31.72
2012-06-29,983.7584,982.54,,0.7481,63.3378,38.16,90.1,14.9662,1.7449,0.32,4.68,0.9345,3.0261,0.76,7.6,1.5099,-0.7009,-0.0185,181.5092,144.0,2012.0,181.0,verano,junio,S,29.43
2012-06-30,986.0472,984.46,988.0,1.1795,70.3882,49.67,97.2,14.4138,1.9678,0.17,9.47,,3.359,0.44,16.73,2.4104,0.7016,0.2192,17.3513,144.0,2012.0,182.0,invierno,abril,N,21.34
2012-07-01,989.4403,983.38,994.26,2.709,81.0604,71.2,91.2,4.9781,2.0004,0.37,9.44,1.2953,3.3058,0.88,13.21,1.8567,-1.1177,-0.9177,219.3874,144.0,2012.0,183.0,verano,julio,SO,19.89
2012-07-02,993.5954,991.49,995.27,1.2752,80.773,65.12,91.6,6.8921,2.4589,0.3,5.94,1.1458,3.9094,0.68,12.476570359325468,1.5276,1.8112,1.053,30.1744,144.0,2012.0,184.0,verano,julio,NE,21.82
2012-07-03,991.4692,990.34,992.41,0.6176,,67.17,89.6,6.7595,1.4672,0.19,,0.8943,2.4579,0.44,5.16,1.3071,1.0319,0.5149,26.5174,144.0,,185.0,verano,julio,NE,25.64
2012-07-04,988.6822,986.38,990.99,1.4909,72.5167,52.88,95.3,15.6547,1.7658,0.17,4.79,1.1444,2.9786,0.34,7.18,1.7532,0.8396,1.241,55.9199,144.0,2012.0,,verano,julio,NE,22.02
2012-07-05,985.4789,983.11,987.64,1.2479,88.5875,78.2,98.6,5.705,1.4359,0.2,3.89,0.779,2.3082,0.52,5.24,1.0263,0.4851,0.0459,5.4071,144.0,2012.0,187.0,verano,julio,N,25.62
2012-07-06,985.0998,982.75,987.1,1.2576,85.4162,59.85,99.8,13.3669,1.2533,0.24,4.85,0.7024,2.2064,0.48,12.51,1.47,-0.5853,-0.437,216.7486,144.0,2012.0,188.0,invierno,julio,SO,23.84
2012-07-08,,982.62,986.65,1.1149,70.757,48.43,96.1,,2.664,0.33,6.64,1.7736,4.1935,0.84,13.716891960424867,2.6641,-2.1834,-1.1466,207.7053,144.0,2012.0,190.0,invierno,julio,SO,23.44
2012-07-09,986.2402,984.95,987.18,0.5055,62.4899,42.92,81.3,11.6544,12.492,1.4400000000000002,25.2,181.58,5.4678,0.92,16.305096751047778,142.16,-2.6784,-2.0772,217.7942,144.0,2012.0,191.0,invierno,febrero,SO,23.8
2012-07-10,986.6783,985.41,987.51,0.628,69.2533,48.57,89.5,12.5403,4.889880000000001,,14.436,80.19,2.5067,0.4,6.97,68.585,-0.7727,-0.5261,214.2472,144.0,2012.0,192.0,invierno,febrero,SO,21.52
2012-07-11,986.1996,985.31,987.28,0.5238,70.4311,43.95,97.4,19.0194,2.6735,0.29,7.69,1.8228,4.5074,0.52,11.43,2.8791,-1.7151,-1.6308,223.5572,144.0,2012.0,193.0,verano,noviembre,SO,18.68
2012-07-12,987.4092,985.37,989.23,0.9326,73.3715,50.8,93.0,11.1252,3.1533,0.55,8.16,1.7368,5.3846,1.2,12.93,3.0103,-2.1542,-2.0434,223.4878,144.0,2012.0,194.0,verano,julio,SO,18.41
2012-07-13,982.8215,978.2,988.65,3.02,82.419,64.4,95.8,10.4741,2.7719,0.54,6.37,1.4802,4.2619,1.36,9.99,2.0846,-2.5872,-0.6831,194.7897,144.0,2012.0,195.0,verano,julio,S,19.0
2012-07-14,978.8932,974.0,983.27,3.0072,83.3283,60.71,97.5,10.3707,2.8838,0.31,5.91545192,1.6395,4.8697,0.5219516399999999,18.916906677806644,2.6218,-2.1866,-1.5474,215.2863,144.0,2012.0,196.0,verano,julio,SO,20.97
2012-07-15,986.2162,983.14,991.54,2.3149,72.7234,46.76,91.1,12.5567,2.3848,0.46,5.64,1.3148,4.1281,0.96,10.01,2.1912,-1.3005,-1.5121,229.3027,144.0,2012.0,197.0,verano,julio,SO,19.22
2012-07-16,994.997,991.61,996.67,1.3107,68.6972,46.09,93.66900910607824,13.9661,10.18836,1.1880000000000002,,141.86,4.974,1.36,11.31,115.275,-1.5904,-2.1201,233.1242,144.0,2012.0,198.0,invierno,octubre,SO,20.23
2012-07-17,992.4786,990.21,994.86,1.4235,84.7006,62.41,94.3,9.0451,2.2647,0.41,2.6718953,0.8293,4.1844,1.2,,1.3991,-1.132,-1.59,234.5513,144.0,2012.0,199.0,verano,julio,SO,24.3
2012-07-18,988.7721,982.92,994.72,3.8501,71.1789,47.76,92.0,14.8301,2.8312,0.57,6.63,1.4168,4.6967,1.42,13.941199497107585,2.4996,-2.004,-1.7903,221.7767,144.0,2012.0,200.0,verano,julio,SO,21.92
2012-07-20,987.8265,985.52,990.42,1.2552,74.0232,56.7,86.6,7.1394,1.7429,,4.18,0.8091,3.0753,0.68,6.44,1.3976,-0.6004,-1.5389,248.686,144.0,2012.0,202.0,invierno,julio,O,17.76
2012-07-21,993.349,,997.58,2.0621,77.0019,57.19,92.8,10.9838,1.1733,0.15,3.67884789165305,0.7722,2.156,0.4,5.68,1.2613,0.4961,-0.2059,337.4533,144.0,2012.0,203.0,verano,diciembre,NO,19.08
2012-07-22,1000.4837,997.56,1002.79,1.3588,66.0735,46.86,85.1,12.6964,1.2912,0.19,4.16,0.707,2.4285,0.4,5.78,1.2313,0.6501,0.0671,5.8974,144.0,2012.0,204.0,verano,julio,N,24.93
2012-07-24,993.1172,989.39,997.49,,58.869899999999994,40.589999999999996,88.9,15.8403,2.3193,0.15,5.22,1.5794,3.7251,0.28,8.25,2.4969,1.1164,1.5363,53.9932,144.0,2012.0,206.0,verano,julio,NE,32.83
2012-07-26,989.422,987.9,990.59,0.6953,60.421,43.08,87.0,13.7748,1.6866,0.14,2.64082675,1.2126,2.9511,0.3,6.72,1.9226,1.2146,0.6986,29.9065,144.0,2012.0,208.0,invierno,julio,NE,32.51
2012-07-27,,982.23,990.33,3.0198,58.9283,38.83,82.4,14.0411,1.5217,0.14,6.2,1.0846,2.5976,0.36,8.08,1.6233,0.0638,0.5312,83.1518,144.0,,209.0,verano,julio,E,24.79
2012-07-28,982.4203,980.8,983.7,0.725,,58.15,93.8,9.1446,2.7033,0.62,8.56,1.8761,4.436,1.16,15.09,2.8199,-1.4381,-0.8323,210.0604,144.0,2012.0,210.0,verano,julio,SO,22.63
2012-07-29,985.297,982.64,990.04,2.4059,73.7484,47.75,98.56146083367562,16.9489,2.0958,0.4,4.33,0.9327,3.6824,0.64,9.21,1.842,-0.4669,-1.6564,254.2578,144.0,2012.0,211.0,verano,febrero,O,21.41
2012-07-30,990.6858,989.76,992.02,0.548,60.9118,41.6,85.6,12.77,8.78328,1.044,29.484,158.88,3.986,0.7,12.05,121.025,-1.4531,-1.4894,225.7059,144.0,2012.0,212.0,invierno,abril,SO,22.98
2012-07-31,992.0186,991.1,992.91,0.5523,59.8993,40.67,,12.7013,1.5015,0.16,3.24355662,1.0902,2.656,0.4,4.90261719,1.8135,-0.8496,-0.8142,223.7826,144.0,2012.0,213.0,invierno,julio,SO,28.4
2012-08-01,989.8028,986.21,992.57,,57.7292,36.67,86.88844606369716,17.3106,1.4144,0.3,3.71,0.7578,2.6736,0.6,5.68,1.3258,-0.2386,0.5792,112.3874,144.0,2012.0,214.0,verano,agosto,E,28.87
